5001	1	Kompatible_Fahrzeug_Marke	OPEL
5001	1	Im_Lieferumfang_Enthalten	Bremsscheiben
5001	1	Im_Lieferumfang_Enthalten	Beläge
5002	1	Kompatible_Fahrzeug_Marke	BMW
5003	1	Im_Lieferumfang_Enthalten	Bremsscheiben
5003	1	Im_Lieferumfang_Enthalten	Bremsbeläge
5003	1	Kompatible_Fahrzeug_Marke	Mercedes
5004	1	Kompatible_Fahrzeug_Marke	Ford
5004	1	Kompatibles_Fahrzeug_Modell	Puma
5005	2	Anzahl_Der_Einheiten	1x
5005	2	Im_Lieferumfang_Enthalten	WASSERPUMPE
5005	2	Produktart	ZAHNRIEMENSATZ
5005	2	Kompatible_Fahrzeug_Marke	DACIA/NISSAN
5006	2	Im_Lieferumfang_Enthalten	Wasserpumpe
5006	2	Produktart	Zahnriemensatz
5006	2	Hersteller	GK
5006	2	Kompatible_Fahrzeug_Marke	FIAT
5006	2	Kompatible_Fahrzeug_Marke	OPEL
5007	1	Produktart	Bremsensatz
5007	1	Kompatible_Fahrzeug_Marke	CITROËN
5007	1	Kompatibles_Fahrzeug_Modell	206,
5007	1	Kompatibles_Fahrzeug_Modell	306
5008	2	Hersteller	INA
5008	2	Produktart	Zahnriemensatz
5008	2	Kompatible_Fahrzeug_Marke	Citroen
5009	1	Kompatible_Fahrzeug_Marke	FIAT
5009	1	Bremsscheiben-Aussendurchmesser	284mm
5010	2	Produktart	Zahnriemensatz
5010	2	Hersteller	SNR
5010	2	Herstellernummer	KD484.07
5010	2	Kompatible_Fahrzeug_Marke	KIA
5010	2	Kompatible_Fahrzeug_Marke	HYUNDAI
5011	1	Im_Lieferumfang_Enthalten	Beläge
5011	1	Einbauposition	vorne
5011	1	Kompatible_Fahrzeug_Marke	RENAULT
5012	2	Hersteller	BOSCH
5012	2	Kompatible_Fahrzeug_Marke	IVECO
5013	1	Herstellernummer	01az1547
5013	1	Hersteller	Mintex
5013	1	Einbauposition	Vorne
5013	1	Kompatible_Fahrzeug_Marke	VW
5014	1	Hersteller	Textar
5014	1	Im_Lieferumfang_Enthalten	Bremsscheiben Bremsbeläge
5014	1	Im_Lieferumfang_Enthalten	Wk
5014	1	Kompatible_Fahrzeug_Marke	Bmw
5014	1	Einbauposition	hinten
5015	1	Im_Lieferumfang_Enthalten	Beläge
5015	1	Hersteller	BOSCH
5015	1	Kompatible_Fahrzeug_Marke	FORD
5015	1	Kompatible_Fahrzeug_Marke	VOLVO
5015	1	Einbauposition	vorne
5016	1	Kompatible_Fahrzeug_Marke	RENAULT
5016	1	Im_Lieferumfang_Enthalten	BELÄGE
5016	1	Einbauposition	VORDERACHSE
5017	2	Hersteller	GATES
5017	2	Kompatible_Fahrzeug_Marke	BMW
5018	1	Hersteller	Brembo
5018	1	Kompatible_Fahrzeug_Marke	Audi
5018	1	Kompatibles_Fahrzeug_Modell	RS3 (8V)
5019	1	Hersteller	BREMBO
5019	1	Im_Lieferumfang_Enthalten	Beläge
5019	1	Bremsscheiben-Aussendurchmesser	275mm
5019	1	Einbauposition	vorne
5019	1	Kompatible_Fahrzeug_Marke	TOYOTA
5020	2	Hersteller	Bosch
5020	2	Kompatible_Fahrzeug_Marke	Chevrolet
5020	2	Kompatibles_Fahrzeug_Jahr	09-11
5021	1	Produktart	BREMSENSET
5021	1	Bremsscheiben-Aussendurchmesser	228mm
5021	1	Einbauposition	HINTEN
5022	1	Kompatible_Fahrzeug_Marke	Mercedes
5023	2	Produktart	Zahnriemensatz
5023	2	Kompatible_Fahrzeug_Marke	HONDA
5024	1	Hersteller	EBC
5024	1	Kompatible_Fahrzeug_Marke	BMW
5025	1	Kompatible_Fahrzeug_Marke	Nissan
5025	1	Im_Lieferumfang_Enthalten	Bremssattel
5026	2	Hersteller	GATES
5026	2	Kompatible_Fahrzeug_Marke	Citroen
5026	2	Kompatibles_Fahrzeug_Jahr	2006-2011
5027	2	Kompatible_Fahrzeug_Marke	Audi
5028	1	Hersteller	EBC
5028	1	Produktart	Bremsen Kit
5029	1	Im_Lieferumfang_Enthalten	Beläge
5030	2	Kompatible_Fahrzeug_Marke	Honda
5031	2	Hersteller	FAI AutoParts
5031	2	Herstellernummer	TCK68
5031	2	Im_Lieferumfang_Enthalten	Steuerkettensatz
5031	2	Im_Lieferumfang_Enthalten	Steuerkette
5031	2	Kompatible_Fahrzeug_Marke	MAZDA
5032	1	Im_Lieferumfang_Enthalten	Beläge
5032	1	Hersteller	ZIMMERMANN
5032	1	Kompatible_Fahrzeug_Marke	MAZDA
5033	2	Kompatible_Fahrzeug_Marke	Mazda
5034	2	Anzahl_Der_Einheiten	1x
5034	2	Im_Lieferumfang_Enthalten	Wasserpumpe
5034	2	Produktart	Zahnriemensatz
5034	2	Kompatible_Fahrzeug_Marke	Audi/VW
5035	2	Im_Lieferumfang_Enthalten	WASSERPUMPE
5035	2	Hersteller	BOSCH
5035	2	Kompatible_Fahrzeug_Marke	VW
5036	1	Im_Lieferumfang_Enthalten	Bremsscheiben
5036	1	Bremsscheiben-Aussendurchmesser	330
5036	1	Maßeinheit	mm
5036	1	Im_Lieferumfang_Enthalten	Bremsbeläge
5036	1	Einbauposition	hinten
5036	1	Kompatible_Fahrzeug_Marke	Audi
5036	1	Kompatibles_Fahrzeug_Modell	A5
5037	2	Kompatible_Fahrzeug_Marke	VW
5037	2	Kompatibles_Fahrzeug_Jahr	1994-2003
5038	2	Produktart	Steuerkettensatz
5038	2	Hersteller	SWAG
5038	2	Herstellernummer	33101141
5038	2	Kompatible_Fahrzeug_Marke	FORD
5039	1	Hersteller	BOSCH
5039	1	Im_Lieferumfang_Enthalten	Beläge
5039	1	Bremsscheiben-Aussendurchmesser	252mm
5039	1	Einbauposition	vorne
5039	1	Kompatible_Fahrzeug_Marke	SUZUKI
5040	1	Hersteller	NK
5040	1	Im_Lieferumfang_Enthalten	BREMSSCHEIBEN
5040	1	Bremsscheiben-Aussendurchmesser	290mm
5040	1	Im_Lieferumfang_Enthalten	BELÄGE
5040	1	Einbauposition	HINTEN
5040	1	Kompatible_Fahrzeug_Marke	TOYOTA
5040	1	Kompatibles_Fahrzeug_Modell	AVENSIS T27
5041	2	Produktart	Steuerkettensatz
5041	2	Hersteller	SWAG
5041	2	Herstellernummer	10 94 4502
5041	2	Kompatible_Fahrzeug_Marke	MERCEDES
5041	2	Kompatibles_Fahrzeug_Modell	W116 W460
5042	2	Kompatible_Fahrzeug_Marke	FIAT
5043	1	Produktart	Bremsenset
5043	1	Im_Lieferumfang_Enthalten	Bremsscheiben
5043	1	Im_Lieferumfang_Enthalten	Bremsbeläge
5043	1	Einbauposition	Vorne
5043	1	Hersteller	ATE
5044	1	Im_Lieferumfang_Enthalten	Beläge
5044	1	Kompatibles_Fahrzeug_Modell	VITARA
5044	1	Kompatible_Fahrzeug_Marke	SUZUKI
5045	2	Anzahl_Der_Einheiten	1x
5045	2	Hersteller	Febi
5045	2	Produktart	Steuerkettensatz
5045	2	Kompatible_Fahrzeug_Marke	Seat
5045	2	Kompatibles_Fahrzeug_Modell	Cordoba 6L
5045	2	Kompatibles_Fahrzeug_Modell	Ibiza 4 6J
5046	2	Hersteller	DAYCO
5046	2	Produktart	Zahnriemensatz
5046	2	Herstellernummer	KTB340
5047	1	Hersteller	NK
5047	1	Im_Lieferumfang_Enthalten	Beläge
5047	1	Bremsscheiben-Aussendurchmesser	284mm
5047	1	Einbauposition	vorne
5047	1	Kompatible_Fahrzeug_Marke	FIAT
5047	1	Kompatibles_Fahrzeug_Modell	BRAVO 2
5048	1	Hersteller	Brembo
5048	1	Im_Lieferumfang_Enthalten	Bremsscheiben
5048	1	Im_Lieferumfang_Enthalten	Beläge
5048	1	Einbauposition	Vorne
5048	1	Einbauposition	Hinten
5049	1	Hersteller	ATE
5049	1	Im_Lieferumfang_Enthalten	Beläge
5049	1	Kompatibles_Fahrzeug_Modell	SHARAN
5049	1	Kompatibles_Fahrzeug_Modell	TIGUAN
5049	1	Kompatible_Fahrzeug_Marke	AUDI
5049	1	Kompatibles_Fahrzeug_Modell	Q3
5049	1	Kompatible_Fahrzeug_Marke	VW
5049	1	Kompatibles_Fahrzeug_Modell	ALHAMBRA
5049	1	Einbauposition	vorne
5050	1	Produktlinie	Sport
5050	1	Im_Lieferumfang_Enthalten	Bremsscheiben
5050	1	Hersteller	ATE
5050	1	Im_Lieferumfang_Enthalten	Beläge
5050	1	Kompatibles_Fahrzeug_Modell	F31
5050	1	Kompatibles_Fahrzeug_Modell	F33
5050	1	Bremsscheiben-Aussendurchmesser	300mm
5050	1	Einbauposition	vorne
5051	1	Hersteller	ATE
5051	1	Im_Lieferumfang_Enthalten	Beläge
5051	1	Bremsscheiben-Aussendurchmesser	285mm
5051	1	Einbauposition	hinten
5051	1	Kompatible_Fahrzeug_Marke	MERCEDES
5052	2	Anzahl_Der_Einheiten	1x
5052	2	Hersteller	Continental
5052	2	Im_Lieferumfang_Enthalten	Wasserpumpe
5052	2	Produktart	Zahnriemensatz
5052	2	Kompatible_Fahrzeug_Marke	Seat
5052	2	Kompatibles_Fahrzeug_Modell	Cordoba 6K
5053	2	Hersteller	Febi
5053	2	Produktart	Steuerkettensatz
5053	2	Herstellernummer	30327
5054	2	Im_Lieferumfang_Enthalten	Wasserpumpe
5054	2	Produktart	Zahnriemensatz
5054	2	Hersteller	AIRTEX
5054	2	Herstellernummer	WPK-177603
5054	2	Kompatible_Fahrzeug_Marke	SKODA
5054	2	Kompatible_Fahrzeug_Marke	VW
5054	2	Kompatibles_Fahrzeug_Modell	POLO
5054	2	Kompatible_Fahrzeug_Marke	SEAT
5054	2	Kompatibles_Fahrzeug_Modell	T5
5055	2	Hersteller	BOSCH
5055	2	Im_Lieferumfang_Enthalten	Wasserpumpe
5055	2	Produktart	Zahnriemensatz
5055	2	Herstellernummer	1 987 948 886
5055	2	Kompatible_Fahrzeug_Marke	VW
5055	2	Kompatible_Fahrzeug_Marke	SEAT
5055	2	Kompatibles_Fahrzeug_Modell	LEON
5055	2	Kompatibles_Fahrzeug_Modell	GOLF
5055	2	Kompatibles_Fahrzeug_Modell	LUPO 6X1
5057	1	Hersteller	EBC
5057	1	Kompatible_Fahrzeug_Marke	Citroen
5058	1	Hersteller	EBC
5058	1	Produktart	Bremsen Kit
5058	1	Kompatible_Fahrzeug_Marke	Opel
5059	2	Hersteller	CONTINENTAL CTAM
5059	2	Produktart	Zahnriemen
5059	2	Im_Lieferumfang_Enthalten	Steuerriemen
5059	2	Herstellernummer	CT680
5059	2	Kompatible_Fahrzeug_Marke	Subaru
5060	1	Hersteller	TRW
5060	1	Im_Lieferumfang_Enthalten	Beläge
5060	1	Bremsscheiben-Aussendurchmesser	313mm
5060	1	Einbauposition	vorne
5060	1	Kompatible_Fahrzeug_Marke	VW
5061	1	Einbauposition	Hinterachse
5061	1	Im_Lieferumfang_Enthalten	Bremsscheiben
5061	1	Kompatible_Fahrzeug_Marke	Audi
5061	1	Kompatibles_Fahrzeug_Modell	A3 1.6 Tdi
5061	1	Kompatibles_Fahrzeug_Jahr	2013-
5062	1	Kompatible_Fahrzeug_Marke	SEAT VOLVO
5063	1	Hersteller	TEXTAR
5064	1	Hersteller	EBC
