5357	2	Besonderheiten	XXL-e
5558	1	Oe/Oem_Referenznummer(N)	0054308930
5643	2	Besonderheiten	Voll
6054	1	Größe	6
6072	2	Größe	17mm
6248	1	Größe	10
6276	2	Menge	5L
6554	2	Oe/Oem_Referenznummer(N)	03C109158A
6687	1	Oe/Oem_Referenznummer(N)	09.2943.10
6720	1	Oe/Oem_Referenznummer(N)	09.5843.10
7223	2	Besonderheiten	Schwarz
7301	2	Oe/Oem_Referenznummer(N)	03F115225
7409	1	Oe/Oem_Referenznummer(N)	09.7628.11
7564	1	Oe/Oem_Referenznummer(N)	1679853
7564	1	Oe/Oem_Referenznummer(N)	1848518
7571	1	Oe/Oem_Referenznummer(N)	09.5654.10
7621	2	Größe	7,6mm
7653	2	Oe/Oem_Referenznummer(N)	03G198119
8156	2	Besonderheiten	Variables
8530	2	Oe/Oem_Referenznummer(N)	06A121111
8688	1	Oe/Oem_Referenznummer(N)	08.8163.21
8705	1	Oe/Oem_Referenznummer(N)	09.8690.1X
8735	1	Oe/Oem_Referenznummer(N)	09.6743.10
8920	2	Größe	4
9024	2	Besonderheiten	Variables
9147	2	Oe/Oem_Referenznummer(N)	04L198119AC
9234	1	Oe/Oem_Referenznummer(N)	1694200820
9328	1	Oe/Oem_Referenznummer(N)	307011-120650
9356	1	Oe/Oem_Referenznummer(N)	0446605020
9584	1	Größe	14
9786	2	Oe/Oem_Referenznummer(N)	900118722
10012	2	Besonderheiten	Universal-
10024	2	Oe/Oem_Referenznummer(N)	11537509227
10204	2	Oe/Oem_Referenznummer(N)	03C109158A
10274	1	Oe/Oem_Referenznummer(N)	432024084R
10385	1	Oe/Oem_Referenznummer(N)	08.9460.11
10406	2	Größe	11mm
10471	1	Oe/Oem_Referenznummer(N)	1608322780?
10667	1	Stärke	32
10987	2	Anwendung	Nockenwelle
11331	1	Oe/Oem_Referenznummer(N)	04465-53020
11552	2	Oe/Oem_Referenznummer(N)	06B109119A
11989	2	Oe/Oem_Referenznummer(N)	04E107
12007	1	Oe/Oem_Referenznummer(N)	1500159
12007	1	Oe/Oem_Referenznummer(N)	1916756
12142	2	Oe/Oem_Referenznummer(N)	06H109509Q
12143	2	Besonderheiten	XXL
12318	2	Oe/Oem_Referenznummer(N)	03F109507D
12341	2	Besonderheiten	Aluminium
12341	2	Oe/Oem_Referenznummer(N)	11287810807
12382	2	Größe	16
12640	2	Besonderheiten	XL
12691	1	Oe/Oem_Referenznummer(N)	03.0520-5319.3
12831	2	Menge	5L
12984	2	Oe/Oem_Referenznummer(N)	03C109507AD
13255	2	Oe/Oem_Referenznummer(N)	06B198119A
13444	2	Oe/Oem_Referenznummer(N)	021109503D
13461	1	Größe	15
13466	2	Oe/Oem_Referenznummer(N)	06B198119A
13601	1	Oe/Oem_Referenznummer(N)	1775672
13751	2	Besonderheiten	XL
13833	2	Anwendung	Nockenwelle
13842	2	Oe/Oem_Referenznummer(N)	06H198205N
13959	1	Oe/Oem_Referenznummer(N)	09.5848.10
14026	1	Oe/Oem_Referenznummer(N)	09.5390.31
14181	2	Oe/Oem_Referenznummer(N)	0009930978
14298	2	Anwendung	Nockenwelle
14321	1	Oe/Oem_Referenznummer(N)	1680583880
14422	2	Besonderheiten	Voll
14476	1	Oe/Oem_Referenznummer(N)	1605080
