9	1	Im_Lieferumfang_Enthalten	Bremsscheiben
9	1	Bremsscheiben-Aussendurchmesser	Ø320mm
9	1	Im_Lieferumfang_Enthalten	Bremsbeläge
9	1	Einbauposition	vorne
9	1	Kompatible_Fahrzeug_Marke	Audi
19	1	Anzahl_Der_Einheiten	2
19	1	Hersteller	TRW
19	1	Im_Lieferumfang_Enthalten	Bremsscheibe
19	1	Bremsscheiben-Aussendurchmesser	Ø
19	1	Im_Lieferumfang_Enthalten	Bremsbeläge
19	1	Einbauposition	vorne
19	1	Kompatible_Fahrzeug_Marke	MERCEDES
19	1	Kompatibles_Fahrzeug_Modell	SLK R170 200
42	1	Kompatible_Fahrzeug_Marke	VOLVO
42	1	Kompatibles_Fahrzeug_Modell	V70 II Kombi R 2,5 T AWD
42	1	Im_Lieferumfang_Enthalten	Bremsscheiben
42	1	Im_Lieferumfang_Enthalten	Beläge
47	1	Hersteller	BOSCH
47	1	Bremsscheiben-Aussendurchmesser	Ø296mm
47	1	Im_Lieferumfang_Enthalten	BREMSBELÄGE
47	1	Einbauposition	VORNE
47	1	Kompatible_Fahrzeug_Marke	RENAULT
53	1	Hersteller	EBC
53	1	Einbauposition	Vorne
53	1	Kompatible_Fahrzeug_Marke	Volvo
53	1	Kompatibles_Fahrzeug_Modell	S60
53	1	Kompatibles_Fahrzeug_Modell	S80
53	1	Kompatibles_Fahrzeug_Modell	V70
53	1	Kompatibles_Fahrzeug_Modell	XC70
72	1	Anzahl_Der_Einheiten	2x
72	1	Hersteller	ZIMMERMANN
72	1	Im_Lieferumfang_Enthalten	Bremsscheiben
72	1	Bremsscheiben-Aussendurchmesser	Ø268mm
72	1	Im_Lieferumfang_Enthalten	Beläge
72	1	Einbauposition	Hinten
72	1	Kompatible_Fahrzeug_Marke	VW
72	1	Kompatibles_Fahrzeug_Modell	Sharan
81	1	Im_Lieferumfang_Enthalten	Bremsscheiben
81	1	Im_Lieferumfang_Enthalten	Beläge
81	1	Kompatible_Fahrzeug_Marke	FORD
81	1	Kompatibles_Fahrzeug_Modell	B-Max
81	1	Kompatibles_Fahrzeug_Modell	Fiesta Vi St180
81	1	Einbauposition	vorne
98	1	Im_Lieferumfang_Enthalten	Bremsscheiben
98	1	Bremsscheiben-Aussendurchmesser	290mm
98	1	Im_Lieferumfang_Enthalten	Bremsbeläge
98	1	Einbauposition	hinten
98	1	Kompatible_Fahrzeug_Marke	Mercedes-Benz
106	1	Hersteller	EBC
106	1	Im_Lieferumfang_Enthalten	Bremsscheiben
106	1	Im_Lieferumfang_Enthalten	Beläge
106	1	Einbauposition	hinten
106	1	Kompatible_Fahrzeug_Marke	Honda
106	1	Kompatibles_Fahrzeug_Modell	CR-Z ZF
